,EVI
2014-09-30,0.1880745472787823
2014-10-31,0.1966288828786257
2014-11-30,0.23495564107526143
2014-12-31,0.2481011227622576
2015-01-31,0.1929041497412396
2015-02-28,0.16556164007779467
2015-03-31,0.16577685510229997
2015-04-30,0.24010286577772136
2015-05-31,0.25440401018824554
2015-06-30,0.21874511430827925
2015-07-31,0.18683500865829478
2015-08-31,0.17412037624342597
2015-09-30,0.1661888138334427
2015-10-31,0.1884388437559889
2015-11-30,0.25107801430544663
2015-12-31,0.30283294682623607
2016-01-31,0.24436091220063197
2016-02-29,0.193296849726723
2016-03-31,0.18637852015275497
2016-04-30,0.22710045520612981
2016-05-31,0.26796932500990783
2016-06-30,0.22178750884597656
2016-07-31,0.1933800725275472
2016-08-31,0.17605510612646055
2016-09-30,0.16843886435976899
